hs,bm,bk,ppn,ppnbm
2912.11.00,5,0,11,0
2912.12.00,5,0,11,0
2912.19.00,5,0,11,0
2912.21.00,5,0,11,0
2912.29.00,5,0,11,0
2912.41.00,5,0,11,0
2912.42.00,5,0,11,0
2912.49,,,,
2912.49.10,5,0,11,0
2912.49.90,5,0,11,0
2912.50.00,5,0,11,0
2912.60.00,0,0,11,0
2913.00.00,5,0,11,0
29.14,,,,
2914.11.00,5,0,11,0
2914.12.00,5,0,11,0
2914.13.00,5,0,11,0
2914.19.00,5,0,11,0
2914.22.00,5,0,11,0
2914.23.00,5,0,11,0
2914.29,,,,
2914.29.10,5,0,11,0
2914.29.90,5,0,11,0
2914.31.00,5,0,11,0
2914.39.00,5,0,11,0
2914.40.00,5,0,11,0
2914.50.00,5,0,11,0
2914.61.00,5,0,11,0
2914.62.00,5,0,11,0
2914.69.00,5,0,11,0
2914.71.00,5,0,11,0
2914.79.00,5,0,11,0
29.15,,,,
2915.11.00,5,0,11,0
2915.12.00,5,0,11,0
2915.13.00,5,0,11,0
2915.21.00,5,0,11,0
2915.24.00,5,0,11,0
2915.29,,,,
2915.29.10,5,0,11,0
2915.29.90,5,0,11,0
2915.31.00,5,0,11,0
2915.32.00,0,0,11,0
2915.33.00,5,0,11,0
2915.36.00,5,0,11,0
2915.39,,,,
2915.39.10,5,0,11,0
2915.39.20,5,0,11,0
2915.39.90,5,0,11,0
2915.40.00,5,0,11,0
2915.50.00,5,0,11,0
2915.60.00,5,0,11,0
2915.70,,,,
2915.70.10,5,0,11,0
2915.70.20,5,0,11,0
2915.70.30,5,0,11,0
2915.90,,,,
2915.90.20,5,0,11,0
2915.90.30,5,0,11,0
2915.90.40,5,0,11,0
2915.90.90,5,0,11,0
29.16,,,,
2916.11.00,5,0,11,0
2916.12.00,5,0,11,0
2916.13.00,0,0,11,0
2916.14,,,,
2916.14.10,0,0,11,0
2916.14.90,5,0,11,0
2916.15.00,5,0,11,0
2916.16.00,5,0,11,0
2916.19.00,0,0,11,0
2916.20.00,5,0,11,0
2916.31.00,0,0,11,0
2916.32,,,,
2916.32.10,5,0,11,0
2916.32.20,5,0,11,0
2916.34.00,5,0,11,0
2916.39,,,,
2916.39.10,5,0,11,0
2916.39.20,5,0,11,0
2916.39.90,5,0,11,0
29.17,,,,
2917.11.00,0,0,11,0
2917.12,,,,
2917.12.10,5,0,11,0
2917.12.90,5,0,11,0
2917.13.00,5,0,11,0
2917.14.00,5,0,11,0
2917.19.00,5,0,11,0
2917.20.00,5,0,11,0
2917.32.00,10,0,11,0
2917.33.00,10,0,11,0
2917.34,,,,
2917.34.10,10,0,11,0
2917.34.90,10,0,11,0
2917.35.00,5,0,11,0
2917.36.00,0,0,11,0
2917.37.00,5,0,11,0
2917.39,,,,
2917.39.10,0,0,11,0
2917.39.20,0,0,11,0
2917.39.90,5,0,11,0
29.18,,,,
2918.11.00,5,0,11,0
2918.12.00,5,0,11,0
2918.13.00,5,0,11,0
2918.14.00,5,0,11,0
2918.15,,,,
2918.15.10,5,0,11,0
2918.15.90,5,0,11,0
2918.16.00,5,0,11,0
2918.17.00,5,0,11,0
2918.18.00,5,0,11,0
2918.19.00,5,0,11,0
2918.21.00,0,0,11,0
2918.22.00,5,0,11,0
2918.23.00,0,0,11,0
2918.29,,,,
2918.29.10,5,0,11,0
2918.29.90,5,0,11,0
2918.30.00,5,0,11,0
2918.91.00,5,0,11,0
2918.99.00,5,0,11,0
29.19,,,,
2919.10.00,5,0,11,0
2919.90.00,5,0,11,0
29.20,,,,
2920.11.00,5,0,11,0
2920.19.00,5,0,11,0
2920.21.00,5,0,11,0
2920.22.00,5,0,11,0
2920.23.00,5,0,11,0
2920.24.00,5,0,11,0
2920.29.00,5,0,11,0
2920.30.00,5,0,11,0
2920.90.00,5,0,11,0
29.21,,,,
2921.11.00,5,0,11,0
2921.12.00,5,0,11,0
2921.13.00,5,0,11,0
2921.14.00,5,0,11,0
2921.19.00,5,0,11,0
2921.21.00,5,0,11,0
2921.22.00,5,0,11,0
2921.29.00,5,0,11,0
2921.30.00,5,0,11,0
2921.41.00,5,0,11,0
2921.42.00,5,0,11,0
2921.43.00,5,0,11,0
2921.44.00,5,0,11,0
2921.45.00,5,0,11,0
2921.46.00,5,0,11,0
2921.49.00,5,0,11,0
2921.51.00,5,0,11,0
2921.59.00,5,0,11,0
29.22,,,,
2922.11.00,5,0,11,0
2922.12.00,5,0,11,0
2922.14.00,5,0,11,0
2922.15.00,5,0,11,0
2922.16.00,5,0,11,0
2922.17.00,5,0,11,0
2922.18.00,5,0,11,0
2922.19,,,,
2922.19.10,5,0,11,0
2922.19.20,5,0,11,0
2922.19.90,5,0,11,0
2922.21.00,5,0,11,0
2922.29.00,5,0,11,0
2922.31.00,5,0,11,0
2922.39.00,5,0,11,0
2922.41.00,5,0,11,0
2922.42,,,,
2922.42.10,5,0,11,0
2922.42.20,5,0,11,0
2922.42.90,5,0,11,0
2922.43.00,5,0,11,0
2922.44.00,5,0,11,0
2922.49.00,5,0,11,0
2922.50,,,,
2922.50.10,0,0,11,0
2922.50.90,5,0,11,0
29.23,,,,
2923.10.00,0,0,11,0
2923.20,,,,
2923.20.11,0,0,11 ,0
2923.20.19,0,0,11 ,0
2923.20.90,5,0,11,0
2923.30.00,5,0,11,0
2923.40.00,5,0,11,0
2923.90.00,5,0,11,0
29.24,,,,
2924.11.00,5,0,11,0
2924.12,,,,
2924.12.10,5,0,11,0
2924.12.20,10,0,11,0
2924.19,,,,
2924.19.10,5,0,11,0
2924.19.90,5,0,11,0
2924.21,,,,
2924.21.10,5,0,11,0
2924.21.20,5,0,11,0
2924.21.90,5,0,11,0
2924.23.00,5,0,11,0
2924.24.00,5,0,11,0
2924.25.00,5,0,11,0
2924.29,,,,
2924.29.10,5,0,11,0
2924.29.20,10,0,11,0
2924.29.30,10,0,11,0
2924.29.90,5,0,11,0
29.25,,,,
2925.11.00,10,0,11,0
2925.12.00,5,0,11,0
2925.19.00,5,0,11,0
2925.21.00,5,0,11,0
2925.29.00,5,0,11,0
29.26,,,,
2926.10.00,5,0,11,0
2926.20.00,5,0,11,0
2926.30.00,5,0,11,0
2926.40.00,5,0,11,0
2926.90.00,5,0,11,0
29.27,,,,
2927.00.10,10,0,11,0
2927.00.90,5,0,11,0
29.28,,,,
2928.00.10,5,0,11,0
2928.00.90,5,0,11,0
29.29,,,,
2929.10,,,,
2929.10.10,0,0,11,0
2929.10.20,0,0,11,0
2929.10.90,0,0,11,0
2929.90,,,,
2929.90.10,5,0,11,0
2929.90.20,5,0,11,0
2929.90.90,5,0,11,0
29.30,,,,
2930.10.00,5,0,11,0
2930.20.00,5,0,11,0
2930.30.00,5,0,11,0
2930.40.00,0,0,11,0
2930.60.00,5,0,11,0
2930.70.00,5,0,11,0
2930.80.00,5,0,11,0
2930.90,,,,
2930.90.10,5,0,11,0
2930.90.90,5,0,11,0
29.31,,,,
2931.10,,,,
2931.10.10,5,0,11,0
2931.10.20,5,0,11,0
2931.20.00,5,0,11,0
2931.41.00,5,0,11,0
2931.42.00,5,0,11,0
2931.43.00,5,0,11,0
2931.44.00,5,0,11,0
2931.45.00,5,0,11,0
2931.46.00,5,0,11,0
2931.47.00,5,0,11,0
2931.48.00,5,0,11,0
2931.49,,,,
2931.49.10,0,0,11,0
2931.49.20,0,0,11,0
2931.49.90,5,0,11,0
2931.51.00,5,0,11,0
2931.52.00,5,0,11,0
2931.53.00,5,0,11,0
2931.54.00,5,0,11,0
2931.59,,,,
2931.59.10,5,0,11,0
2931.59.90,5,0,11,0
2931.90,,,,
2931.90.41,5,0,11,0
2931.90.49,5,0,11,0
2931.90.50,0,0,11,0
2931.90.90,5,0,11,0
29.32,,,,
2932.11.00,5,0,11,0
2932.12.00,5,0,11,0
2932.13.00,5,0,11,0
2932.14.00,5,0,11,0
2932.19.00,5,0,11,0
2932.20,,,,
2932.20.10,5,0,11,0
2932.20.90,5,0,11,0
2932.91.00,5,0,11,0
2932.92.00,5,0,11,0
2932.93.00,5,0,11,0
2932.94.00,5,0,11,0
2932.95.00,5,0,11,0
2932.96.00,0,0,11,0
2932.99.00,0,0,11,0
29.33,,,,
2933.11.00,5,0,11,0
2933.19.00,5,0,11,0
2933.21.00,0,0,11,0
2933.29.00,5,0,11,0
2933.31.00,5,0,11,0
2933.32.00,5,0,11,0
2933.33.00,0,0,11,0
2933.34.00,0,0,11,0
2933.35.00,0,0,11,0
2933.36.00,0,0,11,0
2933.37.00,0,0,11,0
2933.39,,,,
2933.39.10,5,0,11,0
2933.39.30,0,0,11,0
2933.39.90,0,0,11,0
2933.41.00,5,0,11,0
2933.49,,,,
2933.49.10,0,0,11,0
2933.49.90,0,0,11,0
2933.52.00,0,0,11,0
2933.53.00,0,0,11,0
2933.54.00,0,0,11,0
2933.55.00,5,0,11,0
2933.59,,,,
2933.59.10,5,0,11,0
2933.59.90,5,0,11,0
2933.61.00,5,0,11,0
2933.69.00,5,0,11,0
2933.71.00,0,0,11,0
2933.72.00,5,0,11,0
2933.79.00,0,0,11,0
2933.91.00,0,0,11,0
2933.92.00,5,0,11,0
2933.99,,,,
2933.99.10,0,0,11,0
2933.99.90,5,0,11,0
29.34,,,,
2934.10.00,5,0,11,0
2934.20.00,5,0,11,0
2934.30.00,0,0,11,0
2934.91.00,0,0,11,0
2934.92.00,5,0,11,0
2934.99,,,,
2934.99.10,5,0,11,0
2934.99.20,5,0,11,0
2934.99.30,5,0,11,0
2934.99.40,5,0,11,0
2934.99.50,5,0,11,0
2934.99.90,5,0,11,0
29.35,,,,
2935.10.00,0,0,11,0
2935.20.00,0,0,11,0
2935.30.00,0,0,11,0
2935.40.00,0,0,11,0
2935.50.00,0,0,11,0
2935.90.00,0,0,11,0
29.36,,,,
2936.21.00,0,0,11,0
2936.22.00,0,0,11,0
2936.23.00,0,0,11,0
2936.24.00,0,0,11,0
2936.25.00,5,0,11,0
2936.26.00,0,0,11,0
2936.27.00,5,0,11,0
2936.28.00,0,0,11,0
2936.29.00,0,0,11,0
2936.90.00,0,0,11,0
29.37,,,,
2937.11.00,0,0,11,0
2937.12.00,0,0,11,0
2937.19.00,5,0,11,0
2937.21.00,0,0,11,0
2937.22.00,0,0,11,0
2937.23.00,0,0,11,0
2937.29.00,5,0,11,0
2937.50.00,0,0,11,0
2937.90,,,,
2937.90.10,5,0,11,0
2937.90.20,5,0,11,0
2937.90.90,5,0,11,0
29.38,,,,
2938.10.00,0,0,11,0
2938.90.00,0,0,11,0
29.39,,,,
2939.11,,,,
2939.11.10,5,0,11,0
2939.11.90,5,0,11,0
2939.19.00,0,0,11,0
2939.20,,,,
2939.20.10,5,0,11,0
2939.20.90,5,0,11,0
2939.30.00,5,0,11,0
2939.41.00,0,0,11,0
2939.42.00,0,0,11,0
2939.43.00,0,0,11,0
2939.44.00,0,0,11,0
2939.45.00,5,0,11,0
2939.49.00,0,0,11,0
2939.51.00,5,0,11,0
2939.59.00,5,0,11,0
2939.61.00,0,0,11,0
2939.62.00,0,0,11,0
2939.63.00,0,0,11,0
2939.69.00,0,0,11,0
2939.72.00,5,0,11,0
2939.79.00,0,0,11,0
2939.80.00,5,0,11,0
2940.00.00,5,0,11,0
29.41,,,,
2941.10,,,,
2941.10.11,"7,5",0,11,0
2941.10.19,5,0,11,0
2941.10.20,5,0,11,0
2941.10.90,5,0,11,0
2941.20.00,0,0,11,0
2941.30.00,5,0,11,0
2941.40.00,5,0,11,0
2941.50.00,5,0,11,0
2941.90.00,0,0,11,0
2942.00.00,5,0,11,0
30.01,,,,
3001.20.00,0,0,11,0
3001.90.00,0,0,11,0
30.02,,,,
3002.12,,,,
3002.12.10,0,0,11,0
3002.12.90,0,0,11,0
3002.13.00,0,0,11,0
3002.14.00,0,0,11,0
3002.15.00,0,0,11,0
3002.41,,,,
3002.41.10,5,0,11,0
3002.41.20,0,0,11 ,0
3002.41.90,5,0,11,0
3002.42.00,5,0,11,0
3002.49.00,0,0,11,0
3002.51.00,0,0,11,0
3002.59.00,0,0,11,0
3002.90.00,0,0,11,0
30.03,,,,
3003.10,,,,
3003.10.10,5,0,11,0
3003.10.20,5,0,11,0
3003.10.90,5,0,11,0
3003.20.00,5,0,11,0
3003.31.00,0,0,11,0
3003.39.00,5,0,11,0
3003.41.00,5,0,11,0
3003.42.00,5,0,11,0
3003.43.00,5,0,11,0
3003.49.00,5,0,11,0
3003.60.00,5,0,11,0
3003.90.00,5,0,11,0
30.04,,,,
3004.10,,,,
3004.10.15,5,0,11,0
3004.10.16,5,0,11,0
3004.10.19,5,0,11,0
3004.10.20,5,0,11,0
3004.20,,,,
3004.20.10,5,0,11,0
3004.20.31,5,0,11,0
3004.20.32,5,0,11,0
3004.20.39,5,0,11,0
3004.20.71,5,0,11,0
3004.20.79,5,0,11,0
3004.20.91,5,0,11,0
3004.20.99,5,0,11,0
3004.31.00,0,0,11,0
3004.32,,,,
3004.32.10,5,0,11,0
3004.32.40,5,0,11,0
3004.32.90,5,0,11,0
3004.39.00,5,0,11,0
3004.41.00,5,0,11,0
3004.42.00,5,0,11,0
3004.43.00,5,0,11,0
3004.49,,,,
3004.49.11,5,0,11,0
3004.49.19,5,0,11,0
3004.49.51,5,0,11,0
3004.49.59,5,0,11,0
3004.49.60,5,0,11,0
3004.49.70,5,0,11,0
3004.49.80,5,0,11,0
3004.49.90,5,0,11,0
3004.50,,,,
3004.50.10,5,0,11,0
3004.50.21,5,0,11,0
3004.50.29,5,0,11,0
3004.50.91,5,0,11,0
3004.50.99,5,0,11,0
3004.60,,,,
3004.60.10,5,0,11,0
3004.60.20,5,0,11,0
3004.60.90,5,0,11,0
3004.90,,,,
3004.90.10,5,0,11,0
3004.90.20,5,0,11,0
3004.90.30,5,0,11,0
3004.90.41,5,0,11,0
3004.90.49,5,0,11,0
3004.90.51,5,0,11,0
3004.90.53,5,0,11,0
3004.90.54,5,0,11,0
3004.90.55,5,0,11,0
3004.90.59,5,0,11,0
3004.90.62,5,0,11,0
3004.90.64,5,0,11,0
3004.90.65,5,0,11,0
3004.90.69,5,0,11,0
3004.90.71,5,0,11,0
3004.90.72,5,0,11,0
3004.90.79,5,0,11,0
3004.90.81,0,0,11,0
3004.90.82,0,0,11,0
3004.90.89,0,0,11,0
3004.90.91,5,0,11,0
3004.90.92,5,0,11,0
3004.90.93,5,0,11,0
3004.90.94,5,0,11,0
3004.90.95,5,0,11,0
3004.90.96,5,0,11,0
3004.90.98,5,0,11,0
3004.90.99,5,0,11,0
30.05,,,,
3005.10,,,,
3005.10.10,5,0,11,0
3005.10.90,5,0,11,0
3005.90,,,,
3005.90.10,5,0,11,0
3005.90.20,5,0,11,0
3005.90.90,5,0,11,0
30.06,,,,
3006.10,,,,
3006.10.10,0,0,11,0
3006.10.90,0,0,11,0
3006.30,,,,
3006.30.10,0,0,11,0
3006.30.20,5,0,11,0
3006.30.30,0,0,11,0
3006.30.90,0,0,11,0
3006.40,,,,
3006.40.10,0,0,11,0
3006.40.20,5,0,11,0
3006.50.00,0,0,11,0
3006.60.00,0,0,11,0
3006.70.00,5,0,11,0
3006.91.00,5,0,11,0
3006.92,,,,
3006.92.10,15,0,11,0
3006.92.90,15,0,11,0
3006.93.00,5,0,11,0
31.01,,,,
3101.00.10,5,0,11,0
3101.00.92,5,0,11,0
3101.00.99,5,0,11,0
31.02,,,,
3102.10.00,5,0,11,0
3102.21.00,0,0,11,0
3102.29.00,0,0,11,0
3102.30.00,0,0,11,0
3102.40.00,0,0,11,0
3102.50.00,0,0,11,0
3102.60.00,0,0,11,0
3102.80.00,5,0,11,0
3102.90.00,0,0,11,0
31.03,,,,
3103.11,,,,
3103.11.10,0,0,11,0
3103.11.90,0,0,11,0
3103.19,,,,
3103.19.10,0,0,11,0
3103.19.90,0,0,11,0
3103.90,,,,
3103.90.10,0,0,11,0
3103.90.90,0,0,11,0
31.04,,,,
3104.20.00,0,0,11,0
3104.30.00,10,0,11,0
3104.90.00,0,0,11,0
31.05,,,,
3105.10,,,,
3105.10.10,5,0,11,0
3105.10.20,5,0,11,0
3105.10.90,5,0,11,0
3105.20.00,5,0,11,0
3105.30.00,0,0,11,0
3105.40.00,0,0,11,0
3105.51.00,5,0,11,0
3105.59.00,0,0,11,0
3105.60.00,5,0,11,0
3105.90.00,5,0,11,0
32.01,,,,
3201.10.00,5,0,11,0
3201.20.00,5,0,11,0
3201.90.00,5,0,11,0
32.02,,,,
3202.10.00,5,0,11,0
3202.90.00,5,0,11,0
32.03,,,,
3203.00.10,0,0,11,0
3203.00.90,5,0,11,0
32.04,,,,
3204.11,,,,
3204.11.10,0,0,11,0
3204.11.90,5,0,11,0
3204.12,,,,
3204.12.10,5,0,11,0
3204.12.90,5,0,11,0
3204.13.00,5,0,11,0
3204.14.00,0,0,11,0
3204.15.00,5,0,11,0
3204.16.00,5,0,11,0
3204.17,,,,
3204.17.10,0,0,11,0
3204.17.90,5,0,11,0
3204.18.00,5,0,11,0
3204.19.00,5,0,11,0
3204.20.00,5,0,11,0
3204.90.00,5,0,11,0
3205.00.00,5,0,11,0
32.06,,,,
3206.11,,,,
3206.11.10,5,0,11,0
3206.11.90,5,0,11,0
3206.19,,,,
3206.19.10,5,0,11,0
3206.19.90,5,0,11,0
3206.20,,,,
3206.20.10,5,0,11,0
3206.20.90,5,0,11,0
3206.41,,,,
3206.41.10,5,0,11,0
3206.41.90,5,0,11,0
3206.42,,,,
3206.42.10,5,0,11,0
3206.42.90,5,0,11,0
3206.49,,,,
3206.49.11,5,0,11,0
3206.49.19,5,0,11,0
3206.49.90,5,0,11,0
3206.50,,,,
3206.50.10,5,0,11,0
3206.50.90,5,0,11,0
32.07,,,,
3207.10.00,5,0,11,0
3207.20,,,,
3207.20.10,5,0,11,0
3207.20.90,5,0,11,0
3207.30.00,5,0,11,0
3207.40.00,5,0,11,0
32.08,,,,
3208.10,,,,
3208.10.11,5,0,11,0
3208.10.19,5,0,11,0
3208.10.20,5,0,11,0
3208.10.90,5,0,11,0
3208.20,,,,
3208.20.40,10,0,11,0
3208.20.70,5,0,11,0
3208.20.90,5,0,11,0
3208.90,,,,
3208.90.11,5,0,11,0
3208.90.19,5,0,11,0
3208.90.21,5,0,11,0
3208.90.29,5,0,11,0
3208.90.30,10,0,11,0
3208.90.90,10,0,11,0
32.09,,,,
3209.10,,,,
3209.10.10,5,0,11,0
3209.10.40,5,0,11,0
3209.10.50,5,0,11,0
3209.10.90,5,0,11,0
3209.90.00,10,0,11,0
32.10,,,,
3210.00.10,5,0,11,0
3210.00.20,10,0,11,0
3210.00.30,0,0,11,0
3210.00.91,10,0,11,0
3210.00.99,10,0,11,0
3211.00.00,5,0,11,0
32.12,,,,
3212.10.00,5,0,11,0
3212.90,,,,
3212.90.11,5,0,11,0
3212.90.13,5,0,11,0
3212.90.14,5,0,11,0
3212.90.19,5,0,11,0
3212.90.21,5,0,11,0
3212.90.22,5,0,11,0
3212.90.29,5,0,11,0
32.13,,,,
3213.10.00,10,0,11,0
3213.90.00,10,0,11,0
32.14,,,,
3214.10.00,5,0,11,0
3214.90.00,5,0,11,0
32.15,,,,
3215.11,,,,
3215.11.10,5,0,11,0
3215.11.20,0,0,11,0
3215.11.90,0,0,11,0
3215.19,,,,
3215.19.10,5,0,11,0
3215.19.90,5,0,11,0
3215.90,,,,
3215.90.10,5,0,11,0
3215.90.60,5,0,11,0
3215.90.70,0,0,11,0
3215.90.90,0,0,11,0
33.01,,,,
3301.12.00,5,0,11,0
3301.13.00,5,0,11,0
3301.19.00,5,0,11,0
3301.24.00,5,0,11,0
3301.25.00,5,0,11,0
3301.29,,,,
3301.29.20,5,0,11,0
3301.29.30,5,0,11,0
3301.29.40,5,0,11,0
3301.29.50,5,0,11,0
3301.29.60,5,0,11,0
3301.29.70,5,0,11,0
3301.29.90,5,0,11,0
3301.30.00,5,0,11,0
3301.90,,,,
3301.90.10,5,0,11,0
3301.90.20,5,0,11,0
3301.90.90,5,0,11,0
33.02,,,,
3302.10,,,,
3302.10.10,150,0,11,0
3302.10.20,150,0,11,0
3302.10.30,5,0,11,0
3302.10.90,5,0,11,0
3302.90.00,5,0,11,0
3303.00.00,10,0,11,0
33.04,,,,
3304.10.00,15,0,11,0
3304.20.00,10,0,11,0
3304.30.00,15,0,11,0
3304.91.00,15,0,11,0
3304.99,,,,
3304.99.20,15,0,11,0
3304.99.30,15,0,11,0
3304.99.90,15,0,11,0
33.05,,,,
3305.10,,,,
3305.10.10,15,0,11,0
3305.10.90,15,0,11,0
3305.20.00,15,0,11,0
3305.30.00,15,0,11,0
3305.90.00,15,0,11,0
33.06,,,,
3306.10,,,,
3306.10.10,15,0,11,0
3306.10.90,15,0,11,0
3306.20.00,10,0,11,0
3306.90.00,15,0,11,0
33.07,,,,
3307.10.00,15,0,11,0
3307.20.00,15,0,11,0
3307.30.00,10,0,11,0
3307.41,,,,
3307.41.10,10,0,11,0
3307.41.90,10,0,11,0
3307.49,,,,
3307.49.10,10,0,11,0
3307.49.90,10,0,11,0
3307.90,,,,
3307.90.10,10,0,11,0
3307.90.30,10,0,11,0
3307.90.40,10,0,11,0
3307.90.50,10,0,11,0
3307.90.90,10,0,11,0
34.01,,,,
3401.11,,,,
3401.11.40,10,0,11,0
3401.11.50,15,0,11,0
3401.11.61,10,0,11,0
3401.11.69,10,0,11,0
3401.11.70,15,0,11,0
3401.11.90,15,0,11,0
3401.19,,,,
3401.19.10,10,0,11,0
3401.19.20,10,0,11,0
3401.19.90,10,0,11,0
3401.20,,,,
3401.20.20,5,0,11,0
3401.20.91,10,0,11,0
3401.20.99,10,0,11,0
3401.30.00,10,0,11,0
34.02,,,,
3402.31,,,,
3402.31.10,5,0,11,0
3402.31.90,5,0,11,0
3402.39,,,,
3402.39.10,5,0,11,0
3402.39.90,5,0,11,0
3402.41.00,5,0,11,0
3402.42,,,,
3402.42.10,5,0,11,0
3402.42.90,5,0,11,0
3402.49,,,,
3402.49.10,5,0,11,0
3402.49.90,5,0,11,0
3402.50,,,,
3402.50.11,5,0,11,0
3402.50.12,5,0,11,0
3402.50.19,5,0,11,0
3402.50.91,5,0,11,0
3402.50.92,10,0,11,0
3402.50.99,10,0,11,0
3402.90,,,,
3402.90.11,0,0,11,0
3402.90.12,5,0,11,0
3402.90.13,5,0,11,0
3402.90.14,5,0,11,0
3402.90.19,5,0,11,0
3402.90.91,5,0,11,0
3402.90.92,5,0,11,0
3402.90.93,5,0,11,0
3402.90.94,5,0,11,0
3402.90.99,5,0,11,0
34.03,,,,
3403.11,,,,
3403.11.11,5,0,11,0
3403.11.19,5,0,11,0
3403.11.90,5,0,11,0
3403.19,,,,
3403.19.11,0,0,11,0
3403.19.12,5,0,11,0
3403.19.19,5,0,11,0
3403.19.90,5,0,11,0
3403.91,,,,
3403.91.11,0,0,11,0
3403.91.19,0,0,11,0
3403.91.90,0,0,11,0
3403.99,,,,
3403.99.11,0,0,11,0
3403.99.12,5,0,11,0
3403.99.19,5,0,11,0
3403.99.90,5,0,11,0
34.04,,,,
3404.20.00,5,0,11,0
3404.90,,,,
3404.90.10,0,0,11,0
3404.90.90,0,0,11,0
34.05,,,,
3405.10.00,15,0,11,0
3405.20.00,15,0,11,0
3405.30.00,15,0,11,0
3405.40.00,10,0,11,0
3405.90,,,,
3405.90.10,15,0,11,0
3405.90.90,15,0,11,0
3406.00.00,15,0,11,0
34.07,,,,
3407.00.10,5,0,11,0
3407.00.20,5,0,11,0
3407.00.30,5,0,11,0
35.01,,,,
3501.10.00,5,0,11,0
3501.90,,,,
3501.90.10,5,0,11,0
3501.90.20,5,0,11,0
35.02,,,,
3502.11.00,5,0,11,0
3502.19.00,5,0,11,0
3502.20.00,5,0,11,0
3502.90.00,5,0,11,0
35.03,,,,
3503.00.41,5,0,11,0
3503.00.49,5,0,11,0
3503.00.50,5,0,11,0
3503.00.61,5,0,11,0
3503.00.69,5,0,11,0
3504.00.00,5,0,11,0
35.05,,,,
3505.10,,,,
3505.10.10,5,0,11,0
3505.10.90,5,0,11,0
3505.20.00,5,0,11,0
35.06,,,,
3506.10.00,10,0,11,0
3506.91,,,,
3506.91.10,5,0,11,0
3506.91.90,5,0,11,0
3506.99.00,5,0,11,0
35.07,,,,
3507.10.00,5,0,11,0
3507.90.00,0,0,11,0
3601.00.00,5,0,11,0
3602.00.00,5,0,11,0
36.03,,,,
3603.10.00,5,0,11,0
3603.20.00,5,0,11,0
3603.30.00,5,0,11,0
3603.40.00,5,0,11,0
3603.50.00,5,0,11,0
3603.60.00,5,0,11,0
36.04,,,,
3604.10.00,10,0,11,0
3604.90,,,,
3604.90.20,5,0,11,0
3604.90.40,5,0,11,0
3604.90.50,5,0,11,0
3604.90.90,5,0,11,0
3605.00.00,15,0,11,0
36.06,,,,
3606.10.00,10,0,11,0
3606.90,,,,
3606.90.10,5,0,11,0
3606.90.20,5,0,11,0
3606.90.30,5,0,11,0
3606.90.90,5,0,11,0
37.01,,,,
3701.10.00,5,0,11,0
3701.20.00,5,0,11,0
3701.30.00,5,0,11,0
3701.91,,,,
3701.91.10,5,0,11,0
3701.91.90,5,0,11,0
3701.99,,,,
3701.99.10,5,0,11,0
3701.99.90,5,0,11,0
37.02,,,,
3702.10.00,5,0,11,0
3702.31.00,5,0,11,0
3702.32.00,5,0,11,0
3702.39.00,5,0,11,0
3702.41.00,5,0,11,0
3702.42,,,,
3702.42.10,5,0,11,0
3702.42.90,5,0,11,0
3702.43.00,5,0,11,0
3702.44.00,5,0,11,0
3702.52,,,,
3702.52.20,0,0,11,0
3702.52.90,5,0,11,0
3702.53.00,5,0,11,0
3702.54,,,,
3702.54.40,5,0,11,0
3702.54.90,5,0,11,0
3702.55,,,,
3702.55.20,0,0,11,0
3702.55.50,5,0,11,0
3702.55.90,5,0,11,0
3702.56,,,,
3702.56.20,5,0,11,0
3702.56.90,5,0,11,0
3702.96,,,,
3702.96.10,5,0,11,0
3702.96.90,5,0,11,0
3702.97,,,,
3702.97.10,5,0,11,0
3702.97.90,5,0,11,0
3702.98,,,,
3702.98.10,5,0,11,0
3702.98.30,5,0,11,0
3702.98.90,5,0,11,0
37.03,,,,
3703.10,,,,
3703.10.10,0,0,11,0
3703.10.90,0,0,11,0
3703.20.00,5,0,11,0
3703.90.00,5,0,11,0
37.04,,,,
3704.00.10,5,0,11,0
3704.00.90,5,0,11,0
37.05,,,,
3705.00.10,5,0,11,0
3705.00.20,5,0,11,0
3705.00.30,5,0,11,0
3705.00.90,5,0,11,0
37.06,,,,
3706.10,,,,
3706.10.10,10,0,11,0
3706.10.30,10,0,11,0
3706.10.40,10,0,11,0
3706.10.90,"21.450,-/menit",0,11,0
3706.90,,,,
3706.90.10,10,0,11,0
3706.90.30,10,0,11,0
3706.90.40,10,0,11,0
3706.90.90,"21.450,-/menit",0,11,0
37.07,,,,
3707.10.00,5,0,11,0
3707.90,,,,
3707.90.10,5,0,11,0
3707.90.90,0,0,11,0
38.01,,,,
3801.10.00,5,0,11,0
3801.20.00,5,0,11,0
3801.30.00,5,0,11,0
3801.90.00,5,0,11,0
38.02,,,,
3802.10,,,,
3802.10.10,5,0,11,0
3802.10.90,5,0,11,0
3802.90,,,,
3802.90.10,5,0,11,0
3802.90.20,5,0,11,0
3802.90.90,5,0,11,0
3803.00.00,5,0,11,0
38.04,,,,
3804.00.10,5,0,11,0
3804.00.20,5,0,11,0
3804.00.90,5,0,11,0
38.05,,,,
3805.10.00,5,0,11,0
3805.90.00,5,0,11,0
38.06,,,,
3806.10.00,5,0,11,0
3806.20.00,5,0,11,0
3806.30,,,,
3806.30.10,5,0,11,0
3806.30.90,5,0,11,0
3806.90,,,,
3806.90.10,5,0,11,0
3806.90.90,5,0,11,0
3807.00.00,5,0,11,0
38.08,,,,
