hs,bm,bk,ppn,ppnbm
8517.79.31,0,0,11,0
8517.79.32,0,0,11,0
8517.79.39,0,0,11,0
8517.79.91,0,0,11,0
8517.79.92,0,0,11,0
8517.79.99,0,0,11,0
85.18,,,,
8518.10,,,,
8518.10.11,0,0,11,0
8518.10.19,10,0,11,0
8518.10.90,10,0,11,0
8518.21,,,,
8518.21.10,15,0,11,0
8518.21.90,15,0,11,0
8518.22,,,,
8518.22.10,15,0,11,0
8518.22.90,15,0,11,0
8518.29,,,,
8518.29.20,0,0,11,0
8518.29.90,10,0,11,0
8518.30,,,,
8518.30.10,5,0,11,0
8518.30.20,5,0,11,0
8518.30.40,0,0,11,0
8518.30.51,5,0,11,0
8518.30.59,5,0,11,0
8518.30.90,5,0,11,0
8518.40,,,,
8518.40.20,10,0,11,0
8518.40.30,10,0,11,0
8518.40.40,10,0,11,0
8518.40.90,10,0,11,0
8518.50,,,,
8518.50.10,15,0,11,0
8518.50.20,15,0,11,0
8518.50.90,15,0,11,0
8518.90,,,,
8518.90.10,0,0,11,0
8518.90.20,0,0,11,0
8518.90.30,0,0,11,0
8518.90.40,0,0,11,0
8518.90.90,0,0,11,0
85.19,,,,
8519.20,,,,
8519.20.10,10,0,11,0
8519.20.90,10,0,11,0
8519.30.00,10,0,11,0
8519.81,,,,
8519.81.10,10,0,11,0
8519.81.20,10,0,11,0
8519.81.30,15,0,11,0
8519.81.41,10,0,11,0
8519.81.49,10,0,11,0
8519.81.50,0,0,11,0
8519.81.61,10,0,11,0
8519.81.62,0,0,11,0
8519.81.69,10,0,11,0
8519.81.71,10,0,11,0
8519.81.79,10,0,11,0
8519.81.91,10,0,11,0
8519.81.99,15,0,11,0
8519.89,,,,
8519.89.10,0,0,11,0
8519.89.20,10,0,11,0
8519.89.30,10,0,11,0
8519.89.40,10,0,11,0
8519.89.90,10,0,11,0
85.21,,,,
8521.10,,,,
8521.10.10,10,0,11,0
8521.10.90,10,0,11,0
8521.90,,,,
8521.90.11,10,0,11,0
8521.90.19,15,0,11,0
8521.90.91,10,0,11,0
8521.90.99,15,0,11,0
85.22,,,,
8522.10.00,5,0,11,0
8522.90,,,,
8522.90.20,5,0,11,0
8522.90.30,5,0,11,0
8522.90.40,0,0,11,0
8522.90.50,0,0,11,0
8522.90.91,5,0,11,0
8522.90.92,5,0,11,0
8522.90.93,0,0,11,0
8522.90.99,5,0,11,0
85.23,,,,
8523.21,,,,
8523.21.10,5,0,11,0
8523.21.90,10,0,11,0
8523.29,,,,
8523.29.11,0,0,11,0
8523.29.19,0,0,11,0
8523.29.21,10,0,11,0
8523.29.29,10,0,11,0
8523.29.31,0,0,11,0
8523.29.33,0,0,11,0
8523.29.39,0,0,11,0
8523.29.41,10,0,11,0
8523.29.42,10,0,11,0
8523.29.43,10,0,11,0
8523.29.49,10,0,11,0
8523.29.51,0,0,11,0
8523.29.52,0,0,11,0
8523.29.59,0,0,11,0
8523.29.61,10,0,11,0
8523.29.62,10,0,11,0
8523.29.63,10,0,11,0
8523.29.69,10,0,11,0
8523.29.71,0,0,11,0
8523.29.79,0,0,11,0
8523.29.81,0,0,11,0
8523.29.82,0,0,11,0
8523.29.83,0,0,11,0
8523.29.85,"21.450,-/menit",0,11,0
8523.29.86,10,0,11,0
8523.29.89,"21.450,-/menit",0,11,0
8523.29.91,0,0,11,0
8523.29.92,0,0,11,0
8523.29.93,0,0,11,0
8523.29.94,0,0,11,0
8523.29.95,0,0,11,0
8523.29.99,0,0,11,0
8523.41,,,,
8523.41.10,0,0,11,0
8523.41.90,0,0,11,0
8523.49,,,,
8523.49.11,0,0,11,0
8523.49.12,10,0,11,0
8523.49.13,10,0,11,0
8523.49.14,0,0,11,0
8523.49.15,"21.450,-/menit",0,11,0
8523.49.16,10,0,11,0
8523.49.19,10,0,11,0
8523.49.91,0,0,11,0
8523.49.92,10,0,11,0
8523.49.93,0,0,11,0
8523.49.99,10,0,11,0
8523.51,,,,
8523.51.11,0,0,11,0
8523.51.19,0,0,11,0
8523.51.21,0,0,11,0
8523.51.29,0,0,11,0
8523.51.30,0,0,11,0
8523.51.91,"21.450,-/menit",0,11,0
8523.51.92,10,0,11,0
8523.51.99,10,0,11,0
8523.52.00,0,0,11,0
8523.59,,,,
8523.59.10,0,0,11,0
8523.59.21,0,0,11,0
8523.59.29,0,0,11,0
8523.59.30,0,0,11,0
8523.59.40,0,0,11,0
8523.59.90,10,0,11,0
8523.80,,,,
8523.80.40,10,0,11,0
8523.80.51,0,0,11,0
8523.80.59,0,0,11,0
8523.80.91,0,0,11,0
8523.80.92,0,0,11,0
8523.80.99,10,0,11,0
85.24,,,,
8524.11.00,5,0,11,0
8524.12.00,0,0,11,0
8524.19.00,0,0,11,0
8524.91.00,0,0,11,0
8524.92.00,0,0,11,0
8524.99.00,0,0,11,0
85.25,,,,
8525.50.00,10,0,11,0
8525.60.00,0,0,11,0
8525.81,,,,
8525.81.10,10,0,11,0
8525.81.20,5,0,11,0
8525.81.90,0,0,11,0
8525.82,,,,
8525.82.10,10,0,11,0
8525.82.20,5,0,11,0
8525.82.90,0,0,11,0
8525.83,,,,
8525.83.10,10,0,11,0
8525.83.20,5,0,11,0
8525.83.90,0,0,11,0
8525.89,,,,
8525.89.10,10,0,11,0
8525.89.20,5,0,11,0
8525.89.30,5,0,11,0
8525.89.90,0,0,11,0
85.26,,,,
8526.10,,,,
8526.10.10,0,0,11,0
8526.10.90,5,0,11,0
8526.91,,,,
8526.91.10,0,0,11,0
8526.91.90,5,0,11,0
8526.92.00,5,0,11,0
85.27,,,,
8527.12.00,10,0,11,0
8527.13,,,,
8527.13.10,10,0,11,0
8527.13.90,10,0,11,0
8527.19,,,,
8527.19.20,10,0,11,0
8527.19.90,10,0,11,0
8527.21,,,,
8527.21.10,15,0,11,0
8527.21.90,15,0,11,0
8527.29.00,15,0,11,0
8527.91,,,,
8527.91.10,15,0,11,0
8527.91.90,15,0,11,0
8527.92,,,,
8527.92.20,15,0,11,0
8527.92.90,15,0,11,0
8527.99,,,,
8527.99.20,15,0,11,0
8527.99.90,15,0,11,0
85.28,,,,
8528.42.00,0,0,11,0
8528.49,,,,
8528.49.10,10,0,11,0
8528.49.20,10,0,11,0
8528.52.00,0,0,11,0
8528.59,,,,
8528.59.10,10,0,11,0
8528.59.20,10,0,11,0
8528.62.00,0,0,11,0
8528.69,,,,
8528.69.10,10,0,11,0
8528.69.90,10,0,11,0
8528.71,,,,
8528.71.11,15,0,11,0
8528.71.19,10,0,11,0
8528.71.91,10,0,11,0
8528.71.99,10,0,11,0
8528.72,,,,
8528.72.10,10,0,11,0
8528.72.91,15,0,11,0
8528.72.92,15,0,11,0
8528.72.99,15,0,11,0
8528.73.00,10,0,11,0
85.29,,,,
8529.10,,,,
8529.10.21,5,0,11,0
8529.10.29,5,0,11,0
8529.10.30,5,0,11,0
8529.10.40,5,0,11,0
8529.10.60,0,0,11,0
8529.10.93,5,0,11,0
8529.10.94,5,0,11,0
8529.10.99,5,0,11,0
8529.90,,,,
8529.90.20,0,0,11,0
8529.90.40,0,0,11,0
8529.90.51,0,0,11,0
8529.90.52,0,0,11,0
8529.90.53,0,0,11,0
8529.90.54,0,0,11,0
8529.90.55,0,0,11,0
8529.90.59,0,0,11,0
8529.90.91,0,0,11,0
8529.90.94,0,0,11,0
8529.90.99,0,0,11,0
85.30,,,,
8530.10.00,5,0,11,0
8530.80.00,5,0,11,0
8530.90.00,5,0,11,0
85.31,,,,
8531.10,,,,
8531.10.10,5,0,11,0
8531.10.20,5,0,11,0
8531.10.30,5,0,11,0
8531.10.90,5,0,11,0
8531.20.00,0,0,11,0
8531.80,,,,
8531.80.11,5,0,11,0
8531.80.19,5,0,11,0
8531.80.21,5,0,11,0
8531.80.29,5,0,11,0
8531.80.90,5,0,11,0
8531.90,,,,
8531.90.10,0,0,11,0
8531.90.20,5,0,11,0
8531.90.30,5,0,11,0
8531.90.90,5,0,11,0
85.32,,,,
8532.10.00,0,0,11,0
8532.21.00,0,0,11,0
8532.22.00,0,0,11,0
8532.23.00,0,0,11,0
8532.24.00,0,0,11,0
8532.25.00,0,0,11,0
8532.29.00,0,0,11,0
8532.30.00,0,0,11,0
8532.90.00,0,0,11,0
85.33,,,,
8533.10,,,,
8533.10.10,0,0,11,0
8533.10.90,0,0,11,0
8533.21.00,0,0,11,0
8533.29.00,0,0,11,0
8533.31.00,0,0,11,0
8533.39.00,0,0,11,0
8533.40.00,0,0,11,0
8533.90.00,0,0,11,0
85.34,,,,
8534.00.10,0,0,11,0
8534.00.20,0,0,11,0
8534.00.30,0,0,11,0
8534.00.90,0,0,11,0
85.35,,,,
8535.10.00,5,0,11,0
8535.21,,,,
8535.21.10,5,0,11,0
8535.21.20,5,0,11,0
8535.21.90,5,0,11,0
8535.29,,,,
8535.29.10,5,0,11,0
8535.29.90,5,0,11,0
8535.30,,,,
8535.30.11,5,0,11,0
8535.30.19,5,0,11,0
8535.30.20,5,0,11,0
8535.30.90,5,0,11,0
8535.40.00,5,0,11,0
8535.90,,,,
8535.90.10,5,0,11,0
8535.90.20,5,0,11,0
8535.90.90,5,0,11,0
85.36,,,,
8536.10,,,,
8536.10.11,0,0,11,0
8536.10.12,0,0,11,0
8536.10.13,0,0,11,0
8536.10.19,0,0,11,0
8536.10.91,5,0,11,0
8536.10.92,5,0,11,0
8536.10.93,5,0,11,0
8536.10.99,5,0,11,0
8536.20,,,,
8536.20.11,5,0,11,0
8536.20.12,5,0,11,0
8536.20.13,5,0,11,0
8536.20.19,5,0,11,0
8536.20.20,5,0,11,0
8536.20.91,5,0,11,0
8536.20.99,5,0,11,0
8536.30,,,,
8536.30.10,5,0,11,0
8536.30.20,5,0,11,0
8536.30.90,5,0,11,0
8536.41,,,,
8536.41.10,0,0,11,0
8536.41.20,0,0,11,0
8536.41.30,0,0,11,0
8536.41.40,0,0,11,0
8536.41.91,0,0,11,0
8536.41.99,0,0,11,0
8536.49,,,,
8536.49.10,5,0,11,0
8536.49.90,5,0,11,0
8536.50,,,,
8536.50.20,5,0,11,0
8536.50.32,0,0,11,0
8536.50.33,0,0,11,0
8536.50.39,0,0,11,0
8536.50.40,0,0,11,0
8536.50.51,0,0,11,0
8536.50.59,0,0,11,0
8536.50.61,5,0,11,0
8536.50.69,5,0,11,0
8536.50.95,5,0,11,0
8536.50.96,5,0,11,0
8536.50.99,5,0,11,0
8536.61,,,,
8536.61.11,10,0,11,0
8536.61.19,10,0,11,0
8536.61.91,10,0,11,0
8536.61.99,10,0,11,0
8536.69,,,,
8536.69.10,10,0,11,0
8536.69.23,0,0,11,0
8536.69.24,0,0,11,0
8536.69.29,0,0,11,0
8536.69.32,5,0,11,0
8536.69.39,5,0,11,0
8536.69.92,0,0,11,0
8536.69.99,0,0,11,0
8536.70,,,,
8536.70.10,5,0,11,0
8536.70.20,5,0,11,0
8536.70.90,5,0,11,0
8536.90,,,,
8536.90.12,5,0,11,0
8536.90.19,5,0,11,0
8536.90.22,"12,5",0,11,0
8536.90.29,"12,5",0,11,0
8536.90.32,0,0,11,0
8536.90.39,0,0,11,0
8536.90.40,0,0,11,0
8536.90.93,0,0,11,0
8536.90.94,0,0,11,0
8536.90.99,0,0,11,0
85.37,,,,
8537.10,,,,
8537.10.11,5,0,11,0
8537.10.12,5,0,11,0
8537.10.13,5,0,11,0
8537.10.19,5,0,11,0
8537.10.20,5,0,11,0
8537.10.30,5,0,11,0
8537.10.40,5,0,11,0
8537.10.91,5,0,11,0
8537.10.92,5,0,11,0
8537.10.99,5,0,11,0
8537.20,,,,
8537.20.11,5,0,11,0
8537.20.19,5,0,11,0
8537.20.21,5,0,11,0
8537.20.29,5,0,11,0
8537.20.90,5,0,11,0
85.38,,,,
8538.10,,,,
8538.10.11,5,0,11,0
8538.10.12,5,0,11,0
8538.10.19,5,0,11,0
8538.10.21,5,0,11,0
8538.10.22,5,0,11,0
8538.10.29,5,0,11,0
8538.90,,,,
8538.90.11,5,0,11,0
8538.90.12,5,0,11,0
8538.90.13,5,0,11,0
8538.90.19,5,0,11,0
8538.90.20,5,0,11,0
85.39,,,,
8539.10,,,,
8539.10.10,5,0,11,0
8539.10.90,10,0,11,0
8539.21,,,,
8539.21.20,10,0,11,0
8539.21.30,10,0,11,0
8539.21.40,15,0,11,0
8539.21.90,15,0,11,0
8539.22,,,,
8539.22.20,10,0,11,0
8539.22.31,15,0,11,0
8539.22.32,15,0,11,0
8539.22.33,15,0,11,0
8539.22.39,15,0,11,0
8539.22.91,15,0,11,0
8539.22.93,15,0,11,0
8539.22.99,15,0,11,0
8539.29,,,,
8539.29.10,10,0,11,0
8539.29.20,10,0,11,0
8539.29.30,10,0,11,0
8539.29.41,10,0,11,0
8539.29.49,10,0,11,0
8539.29.50,10,0,11,0
8539.29.60,10,0,11,0
8539.29.90,10,0,11,0
8539.31,,,,
8539.31.10,5,0,11,0
8539.31.20,15,0,11,0
8539.31.30,20,0,11,0
8539.31.90,20,0,11,0
8539.32.00,5,0,11,0
8539.39,,,,
8539.39.10,5,0,11,0
8539.39.20,5,0,11,0
8539.39.40,5,0,11,0
8539.39.90,5,0,11,0
8539.41.00,5,0,11,0
8539.49.00,5,0,11,0
8539.51.00,5,0,11,0
8539.52,,,,
8539.52.10,5,0,11,0
8539.52.90,5,0,11,0
8539.90,,,,
8539.90.10,5,0,11,0
8539.90.20,5,0,11,0
8539.90.30,5,0,11,0
8539.90.90,5,0,11,0
85.40,,,,
8540.11.00,0,0,11,0
8540.12.00,5,0,11,0
8540.20.00,5,0,11,0
8540.40,,,,
8540.40.10,0,0,11,0
8540.40.90,5,0,11,0
8540.60.00,5,0,11,0
8540.71.00,5,0,11,0
8540.79.00,5,0,11,0
8540.81.00,5,0,11,0
8540.89.00,5,0,11,0
8540.91.00,0,0,11,0
8540.99.00,5,0,11,0
85.41,,,,
8541.10.00,0,0,11,0
8541.21.00,0,0,11,0
8541.29.00,0,0,11,0
8541.30.00,0,0,11,0
8541.41.00,0,0,11,0
8541.42.00,0,0,11,0
8541.43.00,5,0,11,0
8541.49.00,0,0,11,0
8541.51.00,0,0,11,0
8541.59.00,0,0,11,0
8541.60.00,0,0,11,0
8541.90.00,0,0,11,0
85.42,,,,
8542.31.00,0,0,11,0
8542.32.00,0,0,11,0
8542.33.00,0,0,11,0
8542.39.00,0,0,11,0
8542.90.00,5,0,11,0
85.43,,,,
8543.10.00,5,0,11,0
8543.20.00,5,0,11,0
8543.30,,,,
8543.30.20,5,0,11,0
8543.30.91,5,0,11,0
8543.30.99,5,0,11,0
8543.40.00,5,0,11,0
8543.70,,,,
8543.70.10,5,0,11,0
8543.70.21,5,0,11,0
8543.70.29,5,0,11,0
8543.70.30,0,0,11,0
8543.70.40,5,0,11,0
8543.70.50,5,0,11,0
8543.70.60,5,0,11,0
8543.70.90,5,0,11,0
8543.90,,,,
8543.90.10,5,0,11,0
8543.90.20,5,0,11,0
8543.90.30,5,0,11,0
8543.90.40,5,0,11,0
8543.90.90,5,0,11,0
85.44,,,,
8544.11,,,,
8544.11.20,"12,5",0,11,0
8544.11.30,10,0,11,0
8544.11.40,10,0,11,0
8544.11.90,"12,5",0,11,0
8544.19.00,10,0,11,0
8544.20,,,,
8544.20.11,10,0,11,0
8544.20.19,10,0,11,0
8544.20.21,"12,5",0,11,0
8544.20.29,"12,5",0,11,0
8544.20.31,10,0,11,0
8544.20.39,10,0,11,0
8544.20.41,"12,5",0,11,0
8544.20.49,"12,5",0,11,0
8544.30,,,,
8544.30.12,10,0,11,0
8544.30.13,10,0,11,0
8544.30.14,10,0,11,0
8544.30.19,10,0,11,0
8544.30.91,10,0,11,0
8544.30.99,10,0,11,0
8544.42,,,,
8544.42.11,0,0,11,0
8544.42.13,0,0,11,0
8544.42.19,0,0,11,0
8544.42.21,0,0,11,0
8544.42.23,0,0,11,0
8544.42.29,0,0,11,0
8544.42.32,0,0,11,0
8544.42.33,0,0,11,0
8544.42.34,0,0,11,0
8544.42.39,0,0,11,0
8544.42.91,0,0,11,0
8544.42.92,0,0,11,0
8544.42.94,0,0,11,0
8544.42.95,0,0,11,0
8544.42.96,0,0,11,0
8544.42.97,0,0,11,0
8544.42.99,0,0,11,0
8544.49,,,,
8544.49.11,0,0,11,0
8544.49.13,0,0,11,0
8544.49.19,0,0,11,0
8544.49.21,"12,5",0,11,0
8544.49.22,"12,5",0,11,0
8544.49.23,"12,5",0,11,0
8544.49.24,"12,5",0,11,0
8544.49.29,"12,5",0,11,0
8544.49.31,"12,5",0,11,0
8544.49.32,"12,5",0,11,0
8544.49.33,"12,5",0,11,0
8544.49.39,"12,5",0,11,0
8544.49.41,"12,5",0,11,0
8544.49.42,"12,5",0,11,0
8544.49.49,"12,5",0,11,0
8544.60,,,,
8544.60.11,10,0,11,0
8544.60.12,10,0,11,0
8544.60.19,10,0,11,0
8544.60.21,10,0,11,0
8544.60.22,10,0,11,0
8544.60.29,10,0,11,0
8544.60.31,10,0,11,0
8544.60.39,10,0,11,0
8544.70,,,,
8544.70.10,0,0,11,0
8544.70.90,0,0,11,0
85.45,,,,
8545.11.00,5,0,11,0
8545.19.00,5,0,11,0
8545.20.00,5,0,11,0
8545.90.00,5,0,11,0
85.46,,,,
8546.10.00,10,0,11,0
8546.20,,,,
8546.20.10,5,0,11,0
8546.20.90,5,0,11,0
8546.90.00,5,0,11,0
85.47,,,,
8547.10.00,5,0,11,0
8547.20.00,5,0,11,0
8547.90,,,,
8547.90.10,10,0,11,0
8547.90.90,5,0,11,0
8548.00.00,5,0,11,0
85.49,,,,
8549.11,,,,
8549.11.11,5,0,11,0
8549.11.12,5,0,11,0
8549.11.19,5,0,11,0
8549.11.20,5,0,11,0
8549.11.30,5,0,11,0
8549.11.91,5,0,11,0
8549.11.92,5,0,11,0
8549.11.99,5,0,11,0
8549.12,,,,
8549.12.10,5,0,11,0
8549.12.20,5,0,11,0
8549.12.90,5,0,11,0
8549.13,,,,
8549.13.10,5,0,11,0
8549.13.20,5,0,11,0
8549.13.90,5,0,11,0
8549.14,,,,
8549.14.10,5,0,11,0
8549.14.20,5,0,11,0
8549.14.90,5,0,11,0
8549.19,,,,
8549.19.10,5,0,11,0
8549.19.20,5,0,11,0
8549.19.90,5,0,11,0
8549.21.00,5,0,11,0
8549.29.00,5,0,11,0
8549.31.00,5,0,11,0
8549.39.00,5,0,11,0
8549.91,,,,
8549.91.10,5,0,11,0
8549.91.90,5,0,11,0
8549.99.00,5,0,11,0
86.01,,,,
8601.10.00,0,0,11,0
8601.20.00,0,0,11,0
86.02,,,,
8602.10.00,0,0,11,0
8602.90.00,0,0,11,0
86.03,,,,
8603.10.00,0,0,11,0
8603.90.00,5,0,11,0
8604.00.00,0,0,11,0
8605.00.00,0,0,11,0
86.06,,,,
8606.10.00,0,0,11,0
8606.30.00,0,0,11,0
8606.91.00,0,0,11,0
8606.92.00,0,0,11,0
8606.99.00,0,0,11,0
86.07,,,,
8607.11.00,0,0,11,0
8607.12.00,0,0,11,0
8607.19.00,0,0,11,0
8607.21.00,0,0,11,0
8607.29.00,0,0,11,0
8607.30.00,0,0,11,0
8607.91.00,0,0,11,0
8607.99.00,0,0,11,0
86.08,,,,
8608.00.20,5,0,11,0
8608.00.90,0,0,11,0
86.09,,,,
8609.00.10,5,0,11,0
8609.00.90,0,0,11,0
87.01,,,,
8701.10,,,,
8701.10.11,35,0,11,0
8701.10.19,10,0,11,0
8701.10.91,15,0,11,0
8701.10.99,10,0,11,0
8701.21,,,,
8701.21.10,5,0,11,0
8701.21.90,5,0,11,0
8701.22,,,,
8701.22.10,5,0,11,0
8701.22.90,5,0,11,0
8701.23,,,,
8701.23.10,5,0,11,0
8701.23.90,5,0,11,0
8701.24,,,,
8701.24.10,5,0,11,0
8701.24.90,5,0,11,0
8701.29,,,,
8701.29.10,5,0,11,0
8701.29.90,5,0,11,0
8701.30.00,5,0,11,0
8701.91,,,,
8701.91.10,15,0,11,0
8701.91.90,15,0,11,0
8701.92,,,,
8701.92.10,15,0,11,0
8701.92.90,15,0,11,0
8701.93,,,,
8701.93.10,15,0,11,0
8701.93.90,15,0,11,0
8701.94,,,,
8701.94.10,15,0,11,0
8701.94.90,15,0,11,0
8701.95,,,,
8701.95.10,15,0,11,0
8701.95.90,15,0,11,0
87.02,,,,
8702.10,,,,
8702.10.10,10,0,11,0
8702.10.41,10,0,11,0
8702.10.42,5,0,11,0
8702.10.49,10,0,11,0
8702.10.50,10,0,11,0
8702.10.60,50,0,11,15  20  25  30 
8702.10.71,50,0,11,0
8702.10.72,20,0,11,0
8702.10.79,50,0,11,0
8702.10.81,50,0,11,15  20  25  30 
8702.10.82,20,0,11,15  20  25  30 
8702.10.89,50,0,11,15  20  25  30 
8702.10.91,50,0,11,15  20  25  30 
8702.10.99,50,0,11,15  20  25  30 
8702.20,,,,
8702.20.10,10,0,11,0
8702.20.22,10,0,11,0
8702.20.23,5,0,11,0
8702.20.29,10,0,11,0
8702.20.31,10,0,11,0
8702.20.32,5,0,11,0
8702.20.39,10,0,11,0
8702.20.41,10,0,11,0
8702.20.49,10,0,11,0
8702.20.50,50,0,11,15  20  25  30 
8702.20.61,50,0,11,0
8702.20.62,20,0,11,0
8702.20.69,50,0,11,0
8702.20.71,50,0,11,15  20  25  30 
8702.20.72,20,0,11,15  20  25  30 
8702.20.79,50,0,11,15  20  25  30 
8702.20.91,50,0,11,15  20  25  30 
8702.20.99,50,0,11,15  20  25  30 
8702.30,,,,
8702.30.10,10,0,11,0
8702.30.21,5,0,11,0
8702.30.29,10,0,11,0
8702.30.31,5,0,11,0
8702.30.39,10,0,11,0
8702.30.41,5,0,11,0
8702.30.49,10,0,11,0
8702.30.50,50,0,11,15  20  25  30 
8702.30.61,20,0,11,0
8702.30.69,50,0,11,0
8702.30.71,20,0,11,15  20  25  30 
8702.30.79,50,0,11,15  20  25  30 
8702.30.91,20,0,11,15  20  25  30 
8702.30.99,50,0,11,15  20  25  30 
8702.40,,,,
8702.40.10,10,0,11,0
8702.40.21,5,0,11,0
8702.40.29,10,0,11,0
8702.40.31,5,0,11,0
8702.40.39,10,0,11,0
8702.40.41,5,0,11,0
8702.40.49,10,0,11,0
8702.40.50,50,0,11,15 
8702.40.61,20,0,11,0
8702.40.69,50,0,11,0
8702.40.71,20,0,11,15 
8702.40.79,50,0,11,15 
8702.40.91,20,0,11,15 
8702.40.99,50,0,11,15 
8702.90,,,,
8702.90.10,10,0,11,0
8702.90.21,5,0,11,0
8702.90.29,10,0,11,0
8702.90.31,5,0,11,0
8702.90.32,10,0,11,0
8702.90.33,10,0,11,0
8702.90.39,5,0,11,0
8702.90.40,50,0,11,15  20  25  30 
8702.90.51,20,0,11,0
8702.90.59,50,0,11,0
8702.90.61,20,0,11,0
8702.90.69,50,0,11,0
8702.90.71,50,0,11,15  20  25  30 
8702.90.79,20,0,11,15  20  25  30 
8702.90.80,50,0,11,15  20  25  30 
8702.90.90,20,0,11,15  20  25  30 
87.03,,,,
8703.10,,,,
8703.10.10,50,0,11,50 
8703.10.90,50,0,11,60 
8703.21,,,,
8703.21.11,50,0,11,0
8703.21.12,10,0,11,0
8703.21.13,10,0,11,0
8703.21.14,10,0,11,0
8703.21.15,10,0,11,0
8703.21.21,10,0,11,0
8703.21.29,10,0,11,0
8703.21.31,10,0,11,0
8703.21.39,10,0,11,0
8703.21.41,50,0,11,15  20  25  40 
8703.21.42,50,0,11,15  20  25  40 
8703.21.43,50,0,11,0
8703.21.44,50,0,11,15  20  25  40 
8703.21.45,50,0,11,15  20  25  40 
8703.21.51,50,0,11,15  20  25  40 
8703.21.59,50,0,11,15  20  25  40 
8703.21.91,50,0,11,60  95 
8703.21.99,50,0,11,15  20  25  40 
8703.22,,,,
8703.22.11,10,0,11,0
8703.22.12,10,0,11,0
8703.22.13,10,0,11,0
8703.22.14,10,0,11,0
8703.22.15,10,0,11,0
8703.22.16,10,0,11,0
8703.22.17,10,0,11,0
8703.22.21,10,0,11,0
8703.22.29,10,0,11,0
8703.22.30,10,0,11,0
8703.22.41,50,0,11,15  20  25  40 
8703.22.42,50,0,11,15  20  25  40 
8703.22.43,50,0,11,0
8703.22.44,50,0,11,0
8703.22.45,50,0,11,0
8703.22.46,50,0,11,15  20  25  40 
8703.22.47,50,0,11,15  20  25  40 
8703.22.51,50,0,11,15  20  25  40 
8703.22.59,50,0,11,15  20  25  40 
8703.22.90,50,0,11,15  20  25  40  95 
8703.23,,,,
8703.23.11,50,0,11,0
8703.23.12,40,0,11,0
8703.23.13,40,0,11,0
8703.23.14,50,0,11,0
8703.23.21,10,0,11,0
8703.23.22,10,0,11,0
8703.23.23,10,0,11,0
8703.23.24,10,0,11,0
8703.23.31,10,0,11,0
8703.23.32,10,0,11,0
8703.23.33,10,0,11,0
8703.23.34,10,0,11,0
8703.23.35,10,0,11,0
8703.23.36,10,0,11,0
8703.23.41,10,0,11,0
8703.23.42,10,0,11,0
8703.23.51,50,0,11,0
8703.23.52,50,0,11,0
8703.23.53,50,0,11,0
8703.23.54,50,0,11,15  20  25  40 
8703.23.55,50,0,11,15  20  25  40 
8703.23.56,50,0,11,15  20  25  40 
8703.23.57,50,0,11,15  20  25  40 
8703.23.58,50,0,11,15  20  25  40 
8703.23.61,50,0,11,15  20  25  40 
8703.23.62,50,0,11,15  20  25  40 
8703.23.63,50,0,11,15  20  25  40 
8703.23.64,50,0,11,15  20  25  40 
8703.23.65,50,0,11,15  20  25  40 
8703.23.66,50,0,11,15  20  25  40 
8703.23.67,50,0,11,15  20  25  40 
8703.23.68,50,0,11,15  20  25  40 
8703.23.71,50,0,11,15  20  25  40  95 
8703.23.72,50,0,11,15  20  25  40  95 
8703.23.73,50,0,11,15  20  25  40  95 
8703.23.74,50,0,11,15  20  25  40  95 
8703.24,,,,
8703.24.11,50,0,11,0
8703.24.12,40,0,11,0
8703.24.13,40,0,11,0
8703.24.14,50,0,11,0
8703.24.15,10,0,11,0
8703.24.21,10,0,11,0
8703.24.29,10,0,11,0
8703.24.30,10,0,11,0
8703.24.41,50,0,11,0
8703.24.42,50,0,11,0
8703.24.43,50,0,11,0
8703.24.44,50,0,11,40  50  60  70  95 
8703.24.45,50,0,11,40  50  60  70  95 
8703.24.49,50,0,11,40  50  60  70  95 
8703.24.51,50,0,11,40  50  60  70  95 
8703.24.59,50,0,11,40  50  60  70  95 
8703.24.61,50,0,11,40  50  60  70  95 
8703.24.69,50,0,11,40  50  60  70  95 
8703.31,,,,
8703.31.11,10,0,11,0
8703.31.12,10,0,11,0
8703.31.13,50,0,11,0
8703.31.14,10,0,11,0
8703.31.15,10,0,11,0
8703.31.16,50,0,11,0
8703.31.17,10,0,11,0
8703.31.21,10,0,11,0
8703.31.29,10,0,11,0
8703.31.31,10,0,11,0
8703.31.39,10,0,11,0
8703.31.41,50,0,11,15  20  25  40 
8703.31.42,50,0,11,15  20  25  40 
8703.31.43,50,0,11,0
8703.31.44,50,0,11,0
8703.31.45,50,0,11,0
8703.31.46,50,0,11,15  20  25  40 
8703.31.47,50,0,11,15  20  25  40 
8703.31.51,50,0,11,15  20  25  40 
8703.31.59,50,0,11,15  20  25  40 
8703.31.91,50,0,11,60  95 
8703.31.99,50,0,11,15  20  25  40 
8703.32,,,,
8703.32.11,50,0,11,0
8703.32.12,40,0,11,0
8703.32.13,40,0,11,0
8703.32.14,50,0,11,0
8703.32.21,10,0,11,0
8703.32.22,10,0,11,0
8703.32.23,10,0,11,0
8703.32.31,10,0,11,0
8703.32.32,10,0,11,0
8703.32.33,10,0,11,0
8703.32.34,10,0,11,0
8703.32.35,10,0,11,0
8703.32.36,10,0,11,0
8703.32.41,10,0,11,0
8703.32.42,10,0,11,0
8703.32.43,10,0,11,0
8703.32.51,50,0,11,0
